,Job Title,Company Name,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Field of Study,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy
4529,Product Manager,Crosscard,Consumer Services,Greater Munich Metropolitan Area,False,2020.0,Payments Product Manager | Fintech | Digital Banking | SME Offering ,"•	Expert in Payment domain, with 13 years of experience in launching, managing, designing and executing end-to-end Products/Solutions delivery across the globe, with work experience in India, Spain, Norway, Cyprus, Germany, and UAE.


•	Currently handling SME Banking Product Offering from Crosscard – Card Management – Physical & Virtual Cards, Expense Management – Receipt Management, Invoice Management, Virtual IBANs and integration with TPP Account Software- Datev, Xero & QuickBooks. 

•	 Launched & Managed Wirecard Products for Merchant Onboarding, MultiCurrency Travel Wallets & Prepaid Cards, Acceptance Solutions with TPP integration for APM & Shop plugins, Card Issuance Solutions/Products, Lending Products & Banking as a Service(BaaS) Solutions.

•	Solid experience on various payment acceptance channels, alternative payment methods, B2B & B2C Products, Magnetic Stripe, EMV & Contactless Cards, Card personalization, Card Tokenization and PSD2 (3DS 2.0 & SCA) Implementation.

•	Implemented Wirecard in-house Fraud/Risk Management Solutions & other third-party Solutions to mitigate risk/fraud through OmniChannel payments for both Merchants and Issuers.

Awards

•	Awarded Certificate of Achievement for making a significant impact on Wirecard with the contribution to the Innovation Challenge 2019. 

•	Awarded Cash project bonus by Capgemini Global HR Team for being a Key Resource for Capgemini, India. 

•	Awarded Lean Six Sigma Yellow Belt for saving more than ~1800 annual person-hours on yearly basis by automation of various processes for Entercard Norway related to file handling for new customers, billing files, and collection files. 

•	Awarded certificate of honor for being Keynote Speaker at Blockchain Technology Conference July 2018, Dubai.

Skill Set

Documentation-- MS Office, MS Projects, Confluence, and JIRA.
Web Service Testing Tool-- SoapUI Pro and Postman
Card/Payment Processing Products-- Global Payments (Prime & Online) & Compass Plus (Tranzware & TranzAxis)
Fraud Monitoring Tools-- FICO(FALCON), IRIS(IBM), Fraud Monitoring Suite(Wirecard), and FraudGuard(TSYS)
Technologies-- ETL, XML, JSON, RestAPI, SOAP, HTML & Scripting Languages.
Methodologies-- Agile(Scrum & Kanban) & Waterfall
Others - Wireframing, Prototyping, A/B & Multivariate Testing, UI/UX (Basics) & Data Science (Basics)",Vellore Institute of Technology,ug,group3,,Product Management,Crosscard,Manager,network,Germany,EU,not_given
4530,Product Manager,MoneyTap,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2020.0,Product at MoneyTap | Financial Services | Ex-slice,"Skilled in Product Management , Analytics , Business Operations, Business Development,Marketing, Python and Excel. Strong professional with a Bachelor of Technology (B.Tech.) focused in Information Technology from Vellore Institute of Technology.",Vellore Institute of Technology,ug,not-given,Information Technology,Product Management,MoneyTap,Manager,network,India,AS,Computer Science
4531,Product Manager,Meme Chat,Hospital & Health Care,"Mumbai, Maharashtra, India",False,2020.0,Product Manager at Meme Chat,"As a life of a Biomedical Engineering student, my interest to hustle, innovate and propagate has outgrown. During college, I have participated in and won many hackathons. My great sensor of humor also helped me begin my startup, Ullu - An Indian meme generator. Along with that I have also published and presented 3 research papers. Adding to it all, I have represented my university and school at a bunch of MUNs and Table Tennis tournaments. I aspire to create an impact ",Vellore Institute of Technology,ug,group2,Biomedical/Medical Engineering,Product Management,Meme Chat,Manager,network,India,AS,biomedicalmedicalengineering
4532,Product Manager,HackerEarth,Information Technology and Services,"Gurgaon, Haryana, India",False,2020.0,Product Management | Enterprise SaaS,"I manage and deliver cutting edge technology products. I have extensive experience in working with multi-geography cross-functional teams. I started my career as a software engineer building moonshot products lying at the intersection of IoT, Robotics and machine learning, thereafter transitioned into enterprise product management.

Specialities: Product Management, Product Development, Strategy and Roadmap Planning, UX Design, Customer Obsession and User Empathy.

Technologies: Machine learning, Machine Vision, Web Apps, Analytics, Robotics

Domains:  Enterprise Software, Logistics and Supply Chain, Internet",Vellore Institute of Technology,ug,group3,Electrical and Electronics Engineering,Product Management,HackerEarth,Manager,network,India,AS,Computer Science
4533,Associate Product Manager,IQVIA,Primary/Secondary Education,United States,False,2020.0,Product Management at IQVIA | Carnegie Mellon,"As an engineer with a strong motivation to understand how technology can be molded to deliver maximum value to the users, Tejas joined Carnegie Mellon University to dive into the world of Product Management.

He brings a logical and structured approach to problem-solving, with a strong focus on user empathy. Throughout his time at CMU and prior to it, he has been able to successfully steer cross-functional teams to achieve goals across spaces like food-delivery, healthcare, autonomous construction equipment, etc. He has thrived in chaos, situations where there were no set processes in place or where the goal was to innovate in uncharted territories. 

All these experiences made him a constant learner, a practitioner of initiative and a strong believer of the fact that no goal is too big to achieve.

Engage on Twitter: @tkashpm | Medium: tejaskashyap | Web: tejaskashyap.org",Carnegie Mellon University,pg,group2,Product Development and Management,Product Management,IQVIA,Manager,network,United States,NA,Management
4534,Technical Product Manager,Informed,Information Technology and Services,"San Francisco, California, United States",False,2019.0,Technical Product Manager at Informed - We are Hiring!,,University of California San Diego,pg,group2,Artificial Intelligence,Product Management,Informed,Manager,network,United States,NA,Computer Science
4535,Product Manager,Goodera,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2020.0,Product Manager at Goodera | B2B SaaS | E-Commerce | Ex - Grofers,"- Start-up enthusiast with experience building impactful products
- Skilled in developing end-to-end analytics solutions from metrics identification to insight consumption
- Computer Science graduate from VIT University with an exemplary extracurricular work experience.",Vellore Institute of Technology,ug,group2,Computer Science,Product Management,Goodera,Manager,network,India,AS,Computer Science
4536,Ecommerce Product Manager,FedEx,Logistics and Supply Chain,Greater Pittsburgh Region,False,2019.0,Ecommerce Product Manager @ FedEx ,"Product Manager for outsourced logistics products and services at FedEx. 

Pricing Strategy expert across Parcel and Freight logistics, Construction and Manufacturing industries.",University of Minnesota - Carlson School of Management,pg,group2,,Product Management,FedEx,Manager,network,United States,NA,not_given
4537,Product Manager,Sorcero,Information Technology and Services,"Los Angeles, California, United States",False,2020.0,Growth Product Manager at Sorcero I UCLA Anderson MBA | STEM,"I am an MBA from UCLA Anderson School of Management. Before business school, I worked at Microsoft as a technology consultant for 3+ years implementing Enterprise Resource Planning systems, such as Dynamics 365 for Finance & Operations, for various companies located across North America, Europe and Southeast Asia. 
I am leveraging my extensive experience of collaborating with developers, testers and end users along with my strengths of team management and problem solving to help shape Sorcero's product strategy.",UCLA Anderson School of Management,pg,group2,,Product Management,Sorcero,Manager,network,United States,NA,not_given
4538,Founder,Janitri,Hospital & Health Care,"Bangalore Urban, Karnataka, India",False,2016.0,Founder at JANITRI Innovations,,Vellore Institute of Technology,pg,group3,BioMedical Engineering,Product Management,Janitri,Founder,network,India,AS,biomedicalengineering
4539,Associate Product Manager,MyGate,Information Technology and Services,"Bangalore Urban, Karnataka, India",False,2020.0,Product @ MyGate | ISB Co'20 | Ex - Cisco ,"A graduate of ISB Co'20 with past experience as a technical consulting engineer for almost 4 years at Cisco Inc - Core-Architecture Division. Have provided stellar technical and solutions support to 1000+ clients across US, EMEAR, APJC regions, effectively dealing in crisis management and enhancing the overall client engagement. Expertise in cross-functional stakeholder management and multi-party negotiations and communications.",Indian School of Business,pg,group2,Marketing and Strategy,Product Management,MyGate,Manager,network,India,AS,Marketing and Finance
4540,Product Owner and Innovation Lead,Schneider Electric,Industrial Automation,"Vadodara, Gujarat, India",True,2021.0,Product Owner(Continuous Listening) &  Innovation Lead(Learning)  at Schneider Electric,,Vellore Institute of Technology,ug,group2,"Electrical, Electronics and Communications Engineering",Product Management,Schneider Electric,Founder,network,India,AS,"Electrical, Electronics and Communication Engineering"
4541,MMS Student Council Fellow & Marketing Fellow,Duke University - The Fuqua School of Business,Capital Markets,"Boston, Massachusetts, United States",False,2020.0,"Student, Duke University's Fuqua School of Business","Business master's student from Duke(Fuqua) with a Computer Science background, who graduated with honors & has distinctive experience - ranging from technology /product management, business analysis, analytics, to management consulting, and technical due diligence. 

Currently aiming at the intersection of business and technology, leveraging analytical skills and critical thinking, with a visionary team who enjoy drinking 10 cups of coffee a day with me!

Core Skillset: Strategy, Analysis, Product Management, Finance, Marketing, Accounting, Leadership, Stakeholder management. 
",Duke University - The Fuqua School of Business,pg,group1,"Management Studies, Technology Management (STEM)",Product Management,Duke University - The Fuqua School of Business,Marketing,network,United States,NA,Management
