,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy,Industry_embedding,Company Location_embedding,Profile Headline_embedding,Profile Summary_embedding,School_embedding,Degree_embedding,Education End_embedding,Domain_embedding,CompanyName_embedding,JobTitle_embedding,My Network_embedding,Country_embedding,Continent_embedding,FieldOfStudy_embedding
2398,Primary/Secondary Education,"Ames, Iowa, United States",False,2016.0,Actively looking for jobs starting early 2021,"Graduate Student seeking long-term opportunities in Academia and Industry. Proven research experience in Bioinformatics, Biological data analysis, Computational biophysics with versatile competency in different types of biological datasets.For more details, please visit www.sayaneshome.com ",Iowa State University,phd,group2,Media and Communication,Iowa State University,PhD Student,network,United States,NA,bioinformaticsandcomputationalbiology,0.1481779,-0.452837,0.1611548,0.1321423,-0.3306854,-0.5109713,-0.5348988,0.4846898,-0.3306854,-0.07305196,-0.34562543,0.21777464,0.20820911,0.5676223
2399,Publishing,"Sydney, New South Wales, Australia",False,2020.0,Communications Coordinator/ Account Manager,"Four years of experience in Sales and Marketing with expertise in account management, sales database management, relationship management and business development. Noted achievement in reviving zero revenue accounts and expanding existing accounts using strong CRM skills, strategic planning and innovative thinking.","Indian Institute of Management, Kozhikode",pg,group2,Media and Communication,Thomson Global Pty Ltd,Coordinator,network,Australia,OC,Business Studies,-0.33851513,-0.029010333,-0.40274793,-0.6848003,-0.00080984965,-0.61622804,-0.5348988,0.4846898,-0.006213912,-0.4547119,-0.34562543,-0.083794236,-0.11963407,-0.09012361
2400,Information Technology and Services,"Moradabad, Uttar Pradesh, India",True,2021.0,Content Writer at AI CLUB-VIT BHOPAL|Content Coordinator at E-Cell-VIT BHOPAL|Girls×Tech Champion|Internshala Student Partner|,,Vellore Institute of Technology,ug,group1,Media and Communication,"E-Cell, VIT Bhopal",Content Creator,network,India,AS,Computer Science,-0.24523748,-0.5876233,-0.06662491,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,0.020641081,0.0845911,-0.34562543,-0.15667738,-0.227953,-0.5947676
2401,Electrical/Electronic Manufacturing,"Chennai, Tamil Nadu, India",True,2021.0,"Budding Data Scientist 👩‍💻
Actively seeking summer 2021 internship.","Hi, I'm Arjun!

I am an engineering student in my Junior year (3rd year), currently pursuing a Bachelor's degree in Electronics and Communication Engineering at Vellore Institute of Technology, Chennai. 


I am an ambitious individual and enjoy working as part of a team, I favour flexibility and an open mind to nurture new and creative ideas. 

I pride myself on my ability as an effective communicator and to work as a team member and leader.

I'm always up for learning something new, because apart from gaining the privilege to hone my newfound skill, I feel that it's my responsibility to contribute to society's welfare to the best of my abilities.

Please feel free to hit me up!

",Vellore Institute of Technology,ug,group1,Media and Communication,Ericsson,PhD Student,network,India,AS,"Electrical, Electronics and Communication Engineering",0.9951454,0.60004115,0.11949834,-0.3412146,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.47705358,-0.07305196,-0.34562543,-0.15667738,-0.227953,0.66143984
2402,Consumer Goods,"Bengaluru, Karnataka, India",False,2020.0,"3rd Year Undergraduate, Electrical and Electronics Engineering","Interests: Electronics, Embedded Systems, IoT, Data Analytics
Well-versed in digital electronics, worked on several microcontroller-based projects and skilled at writing efficient and clean code in C/C++. I like to make sure that my work stands out from that of the rest. Looking forward to a dynamic career that incorporates my mixed interests in hardware and software. 
Currently curious about Edge IoT and carrying out research in this area. 
Personally, I enjoy travelling and exploring diverse cultures. I'm also an ardent social service volunteer. I like to plan and have also held various positions of responsibility in event management, content writing and paper-presenting.",Vellore Institute of Technology,ug,group1,Media and Communication,Vellore Institute of Technology,PhD Student,network,India,AS,Computer Science,0.39451176,0.39514416,-0.5617078,-0.19594511,0.75134337,-0.12845042,-0.5150479,0.4846898,0.7513435,-0.07305196,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2403,Information Technology and Services,"Bilaspur, Chhattisgarh, India",False,2020.0,Web Team Lead at Apple Developers Group (ADG-VIT),"Pursuing B Tech(2018-2022) in Computer Science at Vellore Institute of Technology, Vellore, Tamil Nadu ",Vellore Institute of Technology,ug,group1,Media and Communication,Apple Developers Group (ADG-VIT),Developer,network,India,AS,Computer Science,-0.24523748,0.33994353,-0.12602834,0.08379655,0.75134337,-0.12845042,-0.5150479,0.4846898,0.13256378,0.092446804,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2404,Research,"Delhi, India",False,2018.0,Communication and Public Engagement ,"Communications and Public Engagement Officer at DBT/Wellcome Trust India Alliance, India. 
I support India Alliance’s external communications, including communications strategy development, research communications, print publications, branding, and social media engagement. I'm keen on using my skills to enable public engagement with science and research.
The love for seeing the ‘big picture’ of science led me from the lab bench to a computer desk and my professional interests include science communications and writing. I have a Masters in Microbiology and a PhD in Life Sciences. I'm passionate about art and I experiment with abstract painting.",Utkal University,phd,group2,Media and Communication,DBT/Wellcome Trust India Alliance,Officer,network,India,AS,lifescience,-0.29609337,0.043291796,0.16111533,-0.049198564,-0.21114095,-0.5109713,-0.5348988,0.4846898,-0.14357723,0.03524113,-0.34562543,-0.15667738,-0.22795308,0.82749045
2405,Nonprofit Organization Management,"Chennai, Tamil Nadu, India",True,2021.0,"Sales And Marketing Intern at Appointy India | Director (Publicity and Media) at Skillship Vellore
",,Vellore Institute of Technology,ug,group1,Media and Communication,Appointy India,Intern,network,India,AS,Computer Science,0.026965683,0.60004115,0.17318508,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.15490279,-0.308086,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2406,Information Technology and Services,"Thane, Maharashtra, India",True,2021.0,Sponsorship Head at VentureOps VIT,,Vellore Institute of Technology,ug,group1,Media and Communication,VentureOps,Team Leader,network,India,AS,Computer Science,-0.24523748,0.21346512,0.6482724,0.0068888944,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.10907461,-0.28544277,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2407,Information Technology and Services,"Bangalore Urban, Karnataka, India",True,2021.0,Software Engineer at Concentric AI,#Developer at Cisco,Vellore Institute of Technology,ug,group2,Media and Communication,Concentric AI,Engineer,network,India,AS,Computer Science,-0.24523748,0.41186523,-0.0874162,0.10994929,0.75134337,-0.12845042,-0.5348988,0.4846898,-0.43241268,0.21950686,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2408,Research,Denmark,True,2021.0,"Postdoctoral Researcher at CBMR, University of Copenhagen",Metabolism and Signaling. ,Indian Institute of Chemical Biology,phd,group2,Media and Communication,Novo Nordisk Foundation Center for Basic Metabolic Research,PhD Student,network,Denmark,EU,Chemical Engineering,-0.29609296,-0.24536699,0.14987116,-0.3186053,-0.22088835,-0.5109713,-0.5348988,0.4846898,-0.21442054,-0.07305196,-0.34562543,-0.24536699,-0.20890951,0.19832918
2409,Consumer Services,"Hyderabad, Telangana, India",False,2020.0,Team Lead (All India) at Tinder,"Experienced Editor with a demonstrated history of working in the newspapers industry. Skilled in Microsoft Word, Presentation Skills, International Relations, Management, and Networking. Strong media and communication professional with a Bachelor of Technology - BTech focused in Electronics and Communication Engineering with specialization in IoT and Sensors from Vellore Institute of Technology. ",Vellore Institute of Technology,ug,group1,Media and Communication,Project Statecraft,Associate,network,India,AS,"Electrical, Electronics and Communication Engineering",0.38967007,0.08350182,-0.27006304,-0.46419302,0.75134337,-0.12845042,-0.5150479,0.4846898,0.040298294,-0.19023131,-0.34562543,-0.15667738,-0.22795308,0.66143984
2410,Information Technology and Services,"Bhopal, Madhya Pradesh, India",False,2020.0,Cybersecurity & Digital Forensics Student | CTFer,"Proactive guy with cybersecurity background and a hundred of classroom hours in Ethical hacking, Digital forensics and programming. Seeking for an organization to gain some experience and start my career in cybersecurity roles.
",Vellore Institute of Technology Bhopal,ug,group1,Media and Communication,TryHackMe,ctfplayer,network,India,AS,Computer Science,-0.24523748,0.0267661,-0.16145214,-0.40067998,0.5320999,-0.12845042,-0.5150479,0.4846898,0.019583138,0.68635,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2411,Civil Engineering,"Chennai, Tamil Nadu, India",False,2019.0,Intern at Hindalco Industries Limited,"Work well under pressure,can handle more than one task at a time,good decision making,positive attitude,open minded,I know my responsibility,learn by talking",Vellore Institute of Technology,ug,group1,Media and Communication,Hindalco Industries Limited,Intern,network,India,AS,Civil Engineering,0.51126933,0.60004115,0.5041014,-0.49826735,0.75134337,-0.12845042,-0.5150479,0.4846898,0.18434456,-0.30808622,-0.34562543,-0.15667738,-0.22795308,0.51126933
2412,Nonprofit Organization Management,"Kolkata, West Bengal, India",False,2020.0,"ChEnected and Graphics Designer at AIChE Executive Student Committee | Final year, Btech. Chemical at VIT Vellore","Experienced Committee member with a demonstrated history of working at AIChE-VIT, a non-profit organization. Skilled in Programming languages like MATLAB, Python, C++ and Java. Comprehensive knowledge of designing graphics and layouts, photography and production in raster graphics editor like Adobe Photoshop,Illustrator,After Effects etc. Also extensive command in publishing and documentation tools. Currently pursuing degree in Bachelor of Technology - BTech focused in Chemical Engineering from Vellore Institute of Technology.",Vellore Institute of Technology,ug,group1,Media and Communication,Octathorpe Web Consultants,Designer,network,India,AS,Chemical Engineering,0.026965683,0.009948356,-0.6225297,-0.39635134,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.40348393,0.14288117,-0.34562543,-0.15667738,-0.22795308,0.19832918
2413,Information Technology and Services,"Vellore, Tamil Nadu, India",False,2020.0,Web Developer & UI Designer at CisApp,"Experienced Video Editor and Graphic Designer with a demonstrated history of working in the internet industry. Skilled in Python (Programming Language), JavaScript, Data Structures, Front-end Development, and C (Programming Language).Intern at CIS - Connect In Single. Strong media and communication professional with a Bachelor of Technology - BTech focused on Computer Science from VIT_Vellore Institute of Technology.",Vellore Institute of Technology,ug,group1,Media and Communication,CisApp,Developer,network,India,AS,Computer Science,-0.24523748,0.5367587,-0.19236736,-0.45232862,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.018715294,0.092446804,-0.34562543,-0.15667738,-0.22795308,-0.5947676
2414,Education Management,"Moradabad, Uttar Pradesh, India",False,2020.0,Campus Ambassador at Nugenx Technologies,"I’m a freelance multi-disciplinary graphic designer and content writer,  who’s delivered creative and engaging solutions.

This Year I was awarded a record for being the Co-Author of a India Book of records holding book BLACK

My work has also been featured in may anthologies 

Skills: Ethical Hacking, Software Designing, Data Science, Digital Forensics,UI design, CSS, HTML, Photoshop etc. 

If you have a project I can help with, please get in touch.",Vellore Institute of Technology,ug,group1,Media and Communication,keycybr,Commitee Member,network,India,AS,Computer Science,-0.28785518,-0.5876233,0.40382737,-0.30562943,0.75134337,-0.12845042,-0.5150479,0.4846898,-0.10607026,0.19431321,-0.34562543,-0.15667738,-0.227953,-0.5947676
